image_id,epoch,cg_A,cg_B,cg_C,cg_D,CG_C_minus_D,CG_A_minus_B,cumulative_interaction
10183,30,626.9310984285548,945.9706161618233,726.6284229680896,957.0422096252441,-230.41378665715456,-319.03951773326844,88.62573107611388
10183,40,628.3230753629468,1058.2333212196827,740.6567549388856,1074.941265821457,-334.28451088257134,-429.91024585673586,95.62573497416452
10191,10,425.34674644470215,456.4844856262207,402.55583572387695,401.64928436279297,0.9065513610839844,-31.137739181518555,32.04429054260254
10191,20,677.5122340768576,788.9011611938477,693.2429780960083,696.7143497467041,-3.471371650695801,-111.38892711699009,107.91755546629429
10191,30,697.5142096243799,879.2252479493618,776.5550761818886,894.1566886901855,-117.60161250829697,-181.71103832498193,64.10942581668496
10191,40,704.192716864869,943.5901018083096,797.9688245505095,1021.1435100436211,-223.1746854931116,-239.39738494344056,16.222699450328946
10203,10,408.5633354187012,424.5124225616455,421.83535385131836,429.3060531616211,-7.470699310302734,-15.949087142944336,8.478387832641602
10203,20,587.7863708357327,697.2914876937866,729.1467800140381,754.751766204834,-25.6049861907959,-109.50511685805395,83.90013066725805
10203,30,589.2126299333759,723.7436237083748,908.5505926609039,1018.5666646957397,-110.01607203483582,-134.53099377499893,24.514921740163118
10203,40,590.9083904442377,745.4725102772936,985.3795848786831,1192.958034992218,-207.57845011353493,-154.56411983305588,-53.014330280479044
1021,10,418.35335540771484,418.36698150634766,407.63916397094727,398.4889221191406,9.15024185180664,-0.0136260986328125,9.163867950439453
1021,20,724.9094768166542,740.5185699462891,729.4227638244629,715.2102546691895,14.212509155273438,-15.609093129634857,29.821602284908295
1021,30,725.8551444923505,957.4790207147598,816.565975651145,1012.450532913208,-195.88455726206303,-231.6238762224093,35.73931896034628
1021,40,753.2937191948295,1114.100455403328,897.1031254278496,1308.6074848175049,-411.5043593896553,-360.8067362084985,-50.697623181156814
10231,10,438.16947746276855,445.27674865722656,444.4952201843262,411.77001953125,32.72520065307617,-7.107271194458008,39.83247184753418
10231,20,586.2805163264275,725.322224855423,714.0520884990692,717.6572284698486,-3.605139970779419,-139.0417085289955,135.4365685582161
10231,30,587.4043709079851,737.778375598602,724.2426736671478,862.5179218649864,-138.27524819783866,-150.37400469061686,12.098756492778193
10231,40,587.7988272774674,747.4034807039425,727.1361089781858,958.734896928072,-231.59878794988617,-159.60465342647512,-71.99413452341105
10232,10,408.1525020599366,421.2408790588379,400.2982864379883,434.19096755981445,-33.89268112182617,-13.08837699890131,-20.80430412292486
10232,20,561.0211095809937,723.468563079834,673.3411245346069,745.4630947113037,-72.12197017669678,-162.44745349884033,90.32548332214355
10232,30,573.5963818416931,880.5445175170898,720.0466630067676,955.0493955612183,-235.00273255445063,-306.94813567539677,71.94540312094614
10232,40,596.0427768523805,953.5382853448391,749.9331444334239,1119.4773740768433,-369.5442296434194,-357.4955084924586,-12.048721150960773
10233,10,450.351619720459,441.1089859008789,417.79797172546387,438.6608543395996,-20.862882614135742,9.242633819580078,-30.10551643371582
10233,20,666.5216024927795,757.757755279541,732.9260902404785,751.6392211914062,-18.713130950927734,-91.23615278676152,72.52302183583379
10233,30,680.1885736323893,1000.6079301834106,781.9155505150557,1030.892370223999,-248.97681970894337,-320.41935655102134,71.44253684207797
10233,40,712.4343303283677,1163.7053983211517,805.9171604514122,1302.9655685424805,-497.04840809106827,-451.2710679927841,-45.777340098284185
10242,10,427.83723640441895,429.83096504211426,432.7562999725342,425.95414543151855,6.802154541015625,-1.9937286376953125,8.795883178710938
10242,20,603.5779211521149,684.1598916053772,686.4740905761719,724.490535736084,-38.01644515991211,-80.58197045326233,42.56552529335022
10242,30,613.9437460377812,802.8288542032242,726.4162056446075,890.4910370111465,-164.074831366539,-188.88510816544294,24.810276798903942
